feature_set,rows,late_rate,mean_probability,roc_auc,average_precision,brier_score,log_loss,ece_10_bins,threshold,accuracy,balanced_accuracy,precision,recall,f1,f2,tn,fp,fn,tp,precision_at_10pct,recall_at_10pct,lift_at_10pct,precision_at_30pct,recall_at_30pct,lift_at_30pct
all_approval_time_features,19280,0.05280082987551867,0.06389843624956289,0.7327433757796097,0.11256783037226481,0.04859831233162273,0.1913390746959434,0.011097606374044215,0.06495861009196034,0.6469917012448133,0.688899986423331,0.1027998902003843,0.7357563850687623,0.18039499036608864,0.32972354287726713,11725,6537,269,749,0.1187759336099585,0.224950884086444,2.24950884086444,0.11704702627939143,0.6650294695481336,2.216764898493779
without_promised_lead_days,19280,0.05280082987551867,0.060984824013854806,0.4597626040869002,0.04776204975391714,0.0512585226396202,0.21600150673929755,0.008875060443632614,0.5,0.9471991701244813,0.5,0.0,0.0,0.0,0.0,18262,0,1018,0,0.04719917012448133,0.0893909626719057,0.8939096267190569,0.04426002766251729,0.25147347740667975,0.8382449246889326
