segment_family,priority_rank,segment,order_volume,observed_late_orders,observed_late_rate,expected_late_orders,mean_predicted_risk,mean_positive_delay_days_raw,positive_delay_observations,late_review_mean,late_review_observations,on_time_review_mean,smoothed_late_rate,mean_positive_delay_days,review_penalty_raw,review_penalty,normalized_order_volume,normalized_expected_late_orders,normalized_smoothed_late_rate,normalized_mean_positive_delay_days,normalized_review_penalty,priority_score
product_category,36,agro_industry_and_commerce,51,0,0.0,3.18864619797024,0.06252247447000471,,0,,0,4.137254901960785,0.026139024690850828,5.016986079276723,,1.0082485353958672,0.0,5.158582496648142e-05,0.022247823200471792,0.3406709206879684,0.5032629139203172,0.15882513497624595
product_category,37,garden_tools,437,12,0.02745995423340961,34.0776856764222,0.07798097408792265,2.951987847222222,12,3.75,12,4.390588235294118,0.0300616868455358,3.8906234072469954,0.6405882352941177,0.8077065535221858,0.17147934251443803,0.18501769087786296,0.07375939080307535,0.13395970247931335,0.2780386642532191,0.15878426914281568
product_category,38,kitchen_dining_laundry_garden_furniture,58,0,0.0,4.0161157510027055,0.06924337501728803,,0,,0,4.224137931034483,0.02444482864607346,5.016986079276723,,1.0082485353958672,0.003109729009329187,0.005006541461610537,0.0,0.3406709206879684,0.5032629139203172,0.15372415227175842
product_category,39,unknown,90,3,0.03333333333333333,6.15242172872637,0.068360241430293,2.627758487654321,3,4.666666666666667,3,4.27906976744186,0.0402860106698281,4.4656258658254,0.0,0.7755757964583594,0.0173256330519769,0.017798917092986734,0.20802304316399095,0.2394847359674408,0.2419533240001525,0.15306755369707942
product_category,40,audio,67,1,0.014925373134328358,5.924719048339856,0.08842864251253517,0.6540162037037037,1,5.0,1,4.3538461538461535,0.031111465758768664,4.620352454224631,0.0,0.9165895776326066,0.007107952021323856,0.016435414743534306,0.08754486488276328,0.26788031615800134,0.400322772436616,0.15028530030955406
product_category,41,consoles_games,147,7,0.047619047619047616,6.221984220925606,0.04232642327160276,1.427485119047619,7,4.0,7,4.280575539568345,0.0489342207805885,3.5389562721235626,0.28057553956834536,0.7086184782904171,0.04264771212794314,0.018215463008855723,0.32158950445862433,0.06942139371743179,0.16675504579826014,0.14784209512342428
customer_state,1,SP,8901,663,0.07448601280754971,456.36129178426205,0.051270788875886084,3.7717125789062065,663,3.5407066052227343,651,4.377769661553446,0.07436488006857066,3.790215899862678,0.8370630563307113,0.8396528517779904,1.0,1.0,0.5987042960313051,0.0,0.2945369653856957,0.5263991494911063
customer_state,2,PE,322,14,0.043478260869565216,39.925569101994775,0.12399245062731297,16.08894593253968,14,1.7857142857142858,14,4.474025974025974,0.044731294338107346,11.475629327013449,2.688311688311688,1.9882853745967628,0.030183133619715124,0.07620611416641979,0.29066622884765914,1.0,1.0,0.5214264688789726
customer_state,3,MA,115,16,0.1391304347826087,17.473549580883454,0.15194390939898655,5.868885271990741,16,2.375,16,4.292929292929293,0.11296994844712686,5.541231736331503,1.9179292929292933,1.5680520784933603,0.006782726656115758,0.02640001630184285,1.0,0.22783625800570403,0.7419026099073357,0.4578693801377166
customer_state,4,BA,638,33,0.05172413793103448,70.62023626284586,0.11069002549035402,11.351609147025814,33,3.0,31,4.253311258278146,0.05180238589211618,9.878440991735328,1.2533112582781456,1.1935398624531997,0.06590549400859146,0.14429716473300572,0.36416949622094674,0.7921792561431207,0.5118860300359463,0.410661161875468
customer_state,5,PI,84,12,0.14285714285714285,9.621179912270744,0.11453785609846123,5.945950038580247,12,2.6666666666666665,12,4.098591549295775,0.10925404099832786,5.523693693442282,1.4319248826291084,1.2393447247958171,0.0032783178837892833,0.008980830833203017,0.9613735253380199,0.2255542671856314,0.5400182973593675,0.40398274632829534
customer_state,6,AL,66,4,0.06060606060606061,11.991816773543382,0.1816941935385361,16.769074074074073,4,1.5,4,4.467741935483871,0.057241737015309775,8.374725506361681,2.967741935483871,1.5681037925638681,0.0012434998869545557,0.014239697252898444,0.4207109901178297,0.5965208833532626,0.7419343714710978,0.394737643213817
customer_state,7,MS,138,16,0.11594202898550725,9.742933467086791,0.07060096715280284,4.768486689814814,16,2.9375,16,4.43801652892562,0.09914915688178687,4.864063378069394,1.50051652892562,1.3111826852603305,0.009382771874293466,0.009250920989717724,0.8563342971904059,0.1397254016827597,0.5841394802294385,0.36750140780815777
customer_state,8,RJ,2212,96,0.0433996383363472,193.9952914103347,0.08770130714752924,5.359251302083333,96,2.778947368421053,95,4.333015721772273,0.04360744539954728,5.326962130120446,1.5540683533512198,1.5020855135459483,0.2438390232873615,0.4179843519789239,0.27898393504800756,0.19995622159099502,0.7013874998382946,0.36135126090901637
customer_state,9,DF,467,15,0.032119914346895075,33.405457107459945,0.07153202806736605,8.628266975308641,15,2.1333333333333333,15,4.394678492239468,0.03412000288931515,7.1837546168958735,2.2613451589061344,1.7601065095020276,0.046574723038661545,0.06174232235551147,0.18036294871345337,0.44155577955567304,0.8598579167778123,0.33663207682851093
customer_state,10,RS,940,24,0.02553191489361702,52.40189558795556,0.055746697433995275,9.911101466049383,24,3.2916666666666665,24,4.400437636761488,0.02690913282199589,8.471655764057424,1.1087709700948216,1.0792055481245408,0.10004521817770744,0.10388278429250287,0.1054066981114205,0.6091331206277482,0.4416645878040103,0.288198890079301
customer_state,11,GO,347,12,0.0345821325648415,23.165025037289208,0.06675799722561732,7.547719907407408,12,2.6666666666666665,12,4.298507462686567,0.03687667882563207,6.397386349166187,1.6318407960199006,1.3483897684635218,0.03300926972643003,0.03902561478348677,0.20901831074079635,0.3392362003705597,0.6069911941625042,0.26387290055654294
customer_state,12,PB,113,5,0.04424778761061947,14.595011731459687,0.12915939585362554,5.461291666666666,5,2.2,5,4.277777777777778,0.04687142020721432,5.165087941740038,2.0777777777777775,1.364758282856504,0.006556635767578567,0.020014455408290208,0.31291261651892005,0.1788936997221591,0.617044350073033,0.24766368648363052
customer_state,13,ES,361,19,0.05263157894736842,29.45542487081102,0.08159397471138786,9.276413255360623,19,4.277777777777778,18,4.234604105571847,0.052652169084612975,7.8076452636075535,0.0,0.3600887626413812,0.03459190594619037,0.052979828096953466,0.3730029048581191,0.5227343202581967,0.0,0.2288121409901292
customer_state,14,PA,159,3,0.018867924528301886,17.667000559021226,0.11111321106302657,7.435478395061729,3,2.0,3,4.435897435897436,0.026985844467827435,5.575099690611724,2.435897435897436,1.3377059739731523,0.011756726203933981,0.02682915535278962,0.10620410775760225,0.23224304166168452,0.6004294592885207,0.2065957414947247
customer_state,15,CE,215,2,0.009302325581395349,25.126286111640038,0.11686644703088389,10.18761574074074,2,1.0,2,4.375586854460094,0.017509590542550694,5.878757689520726,3.375586854460094,1.4028049219065715,0.018087271082975358,0.04337634861904455,0.007699425609639743,0.2717539933869683,0.6404116994279585,0.20256791531272747
customer_state,16,MG,2135,34,0.01592505854800937,100.85919604218962,0.04724084123755954,6.575708061002179,34,3.606060606060606,33,4.351745576279292,0.016768897708821937,6.221453065155484,0.7456849702186861,0.8067462644459374,0.23513452407867963,0.21137730372348051,0.0,0.31634435653179216,0.27432651470029973,0.19887751239084484
customer_state,17,TO,55,5,0.09090909090909091,5.5727240438522445,0.10132225534276808,2.4155949074074075,5,4.8,5,4.36,0.07276229994072318,4.149855688653618,0.0,0.6721656902639115,0.0,0.0,0.5820456408965815,0.04679511287192655,0.19167029665277446,0.19558693940284821
customer_state,18,SE,76,2,0.02631578947368421,8.647689819764054,0.1137853923653165,10.640104166666667,2,4.0,2,4.3108108108108105,0.03682572614107884,5.954172427175048,0.3108108108108105,0.8920089146316911,0.0023739543296405156,0.006821303812838822,0.20848866284025688,0.28156670396775496,0.3266928257217663,0.1844176946688985
